erp_contract_id,crm_customer_id,erp_vehicle_id,start_dt,end_dt,monthly_payment,branch,contract_type,km_limit,maintenance_included,insurance_included,payment_method,contract_status,erp_last_updated
ERP_LSE010516,CRM_CUS092992,ERP_VH023100,2024-02-02,2027-01-17,14369,Rustenburg,Maintenance Only,2000,Y,Y,Direct Debit,Active,2024-09-30 05:57
ERP_LSE010517,CRM_CUS047744,ERP_VH051644,2025-01-13,2027-12-29,11077,Durban,Full Maintenance,2500,N,Y,Direct Debit,Active,2025-04-27 11:23
ERP_LSE010518,CRM_CUS036018,ERP_VH016798,2025-02-03,2028-01-19,8305,Durban,Full Maintenance,3500,Y,Y,Direct Debit,Active,2025-06-29 03:42
ERP_LSE010519,CRM_CUS103150,ERP_VH025631,2024-01-08,2025-01-02,6401,Rustenburg,Full Maintenance,2000,Y,Y,Direct Debit,Active,2024-03-04 20:43
ERP_LSE010520,CRM_CUS060469,ERP_VH007679,2025-03-18,2027-03-08,15230,Nelspruit,Maintenance Only,4000,Y,Y,Credit Card,Active,2025-05-04 12:01
ERP_LSE010521,CRM_CUS125591,ERP_VH027383,2023-12-29,2027-12-08,10898,Cape Town,Full Maintenance,3500,Y,Y,Direct Debit,Active,2025-06-26 02:19
ERP_LSE010522,CRM_CUS066960,ERP_VH038549,2025-03-27,2028-03-11,9724,Cape Town,Full Maintenance,4000,Y,Y,Direct Debit,Active,2025-06-19 18:24
ERP_LSE010523,CRM_CUS120378,ERP_VH039657,2024-07-26,2026-07-16,18076,Nelspruit,Full Maintenance,3000,Y,Y,Direct Debit,Completed,2025-04-06 01:10
ERP_LSE010524,CRM_CUS095233,ERP_VH053055,2022-07-28,2024-07-17,10469,Durban,Full Maintenance,4000,Y,Y,Direct Debit,Active,2023-04-07 09:40
ERP_LSE010525,CRM_CUS046493,ERP_VH047706,2022-12-03,2025-11-17,5143,Johannesburg,Full Maintenance,2500,N,N,Credit Card,Active,2023-05-13 11:49
ERP_LSE010526,CRM_CUS025670,ERP_VH050001,2024-10-17,2026-10-07,13468,Nelspruit,Full Maintenance,4000,Y,Y,Credit Card,Active,2025-02-26 22:30
ERP_LSE010527,CRM_CUS145891,ERP_VH037895,2023-05-19,2027-04-28,24814,Nelspruit,Full Maintenance,2000,Y,N,Direct Debit,Active,2024-01-06 12:26
ERP_LSE010528,CRM_CUS028317,ERP_VH027359,2025-04-17,2027-04-07,15539,Polokwane,Maintenance Only,3500,Y,N,Credit Card,Active,2025-05-15 21:15
ERP_LSE010529,CRM_CUS123264,ERP_VH017011,2022-08-20,2026-07-30,11988,Pretoria,Full Maintenance,3500,Y,Y,Direct Debit,Active,2025-05-12 02:59
ERP_LSE010530,CRM_CUS140439,ERP_VH049936,2022-12-02,2026-11-11,9955,Port Elizabeth,Maintenance Only,3000,Y,Y,Direct Debit,Active,2023-11-01 16:57
ERP_LSE010531,CRM_CUS148663,ERP_VH024488,2024-07-31,2026-07-21,23613,Polokwane,Maintenance Only,2000,Y,Y,Credit Card,Active,2025-01-16 03:06
ERP_LSE010532,CRM_CUS050854,ERP_VH043835,2022-11-02,2023-10-28,5046,Durban,Full Maintenance,3500,N,Y,Credit Card,Active,2023-01-11 07:20
ERP_LSE010533,CRM_CUS019688,ERP_VH008799,2025-04-15,2029-03-25,9976,Durban,Maintenance Only,3000,Y,Y,Credit Card,Active,2025-04-23 11:02
ERP_LSE010534,CRM_CUS028125,ERP_VH043660,2024-03-16,2025-03-11,5113,Polokwane,Full Maintenance,3000,Y,Y,Direct Debit,Active,2025-04-05 22:14
ERP_LSE010535,CRM_CUS065418,ERP_VH012388,2023-07-19,2024-07-13,24284,Cape Town,Full Maintenance,3000,Y,Y,Bank Transfer,Active,2024-09-24 20:27
ERP_LSE010536,CRM_CUS064658,ERP_VH017035,2023-09-13,2026-08-28,8790,Rustenburg,Full Maintenance,3000,Y,Y,Credit Card,Active,2024-08-07 11:31
ERP_LSE010537,CRM_CUS050201,ERP_VH008925,2025-03-04,2028-02-17,19648,Pretoria,Maintenance Only,2000,Y,Y,Bank Transfer,Active,2025-04-11 09:28
ERP_LSE010538,CRM_CUS122880,ERP_VH002556,2024-05-19,2025-05-14,20591,Pretoria,Non-Maintained,3500,Y,Y,Direct Debit,Active,2024-09-22 21:36
ERP_LSE010539,CRM_CUS136955,ERP_VH042769,2024-01-23,2025-01-17,23065,Johannesburg,Full Maintenance,2500,N,Y,Direct Debit,Terminated,2024-12-19 06:18
ERP_LSE010540,CRM_CUS094595,ERP_VH052929,2024-12-19,2025-12-14,7579,Cape Town,Non-Maintained,3000,N,N,Direct Debit,Active,2025-04-13 18:22
ERP_LSE010541,CRM_CUS093579,ERP_VH000687,2024-03-27,2027-03-12,8748,Rustenburg,Maintenance Only,2500,Y,Y,Credit Card,Active,2024-03-30 16:05
ERP_LSE010542,CRM_CUS137642,ERP_VH019829,2025-01-31,2027-01-21,18977,Nelspruit,Full Maintenance,2000,Y,N,Credit Card,Active,2025-05-24 02:49
ERP_LSE010543,CRM_CUS088573,ERP_VH026710,2025-04-02,2029-03-12,5226,Durban,Maintenance Only,2500,Y,Y,Direct Debit,Active,2025-05-14 19:53
ERP_LSE010544,CRM_CUS052481,ERP_VH039436,2024-10-23,2025-10-18,20375,Rustenburg,Full Maintenance,2500,N,N,Direct Debit,Active,2025-06-24 19:33
ERP_LSE010545,CRM_CUS101464,ERP_VH026231,2022-12-14,2025-11-28,21799,Pretoria,Full Maintenance,4000,Y,N,Credit Card,Active,2025-06-22 08:26
ERP_LSE010546,CRM_CUS048753,ERP_VH034971,2024-03-05,2025-02-28,9247,Polokwane,Full Maintenance,3000,N,N,Credit Card,Active,2025-04-30 01:30
ERP_LSE010547,CRM_CUS115233,ERP_VH037764,2023-09-09,2024-09-03,19167,Nelspruit,Full Maintenance,2000,Y,Y,Direct Debit,Completed,2024-12-08 19:22
ERP_LSE010548,CRM_CUS068978,ERP_VH034453,2024-11-27,2027-11-12,12671,Kimberley,Maintenance Only,3000,Y,Y,Direct Debit,Active,2025-06-07 20:02
ERP_LSE010549,CRM_CUS107060,ERP_VH007495,2024-05-13,2026-05-03,9627,Bloemfontein,Full Maintenance,4000,Y,N,Bank Transfer,Active,2024-11-24 18:52
ERP_LSE010550,CRM_CUS136555,ERP_VH042515,2023-01-07,2024-12-27,21576,Nelspruit,Full Maintenance,3500,N,Y,Direct Debit,Active,2023-02-12 06:46
ERP_LSE010551,CRM_CUS102476,ERP_VH029185,2025-04-14,2027-04-04,16029,Rustenburg,Full Maintenance,3500,N,N,Direct Debit,Active,2025-04-29 04:02
ERP_LSE010552,CRM_CUS024565,ERP_VH028578,2022-11-26,2023-11-21,15997,Kimberley,Maintenance Only,2000,Y,Y,Direct Debit,Active,2024-07-18 05:31
ERP_LSE010553,CRM_CUS017149,ERP_VH051025,2025-05-27,2026-05-22,9440,Kimberley,Full Maintenance,2000,Y,Y,Direct Debit,Active,2025-06-13 22:15
ERP_LSE010554,CRM_CUS041998,ERP_VH025085,2024-09-29,2025-09-24,22592,Johannesburg,Full Maintenance,3000,Y,Y,Credit Card,Active,2025-02-14 16:15
ERP_LSE010555,CRM_CUS118203,ERP_VH007579,2025-03-11,2028-02-24,16185,Port Elizabeth,Non-Maintained,2000,Y,Y,Direct Debit,Active,2025-04-25 08:18
ERP_LSE010556,CRM_CUS149190,ERP_VH027009,2024-05-13,2026-05-03,18274,Rustenburg,Full Maintenance,3500,Y,Y,Direct Debit,Active,2025-01-28 01:36
ERP_LSE010557,CRM_CUS099738,ERP_VH013676,2024-05-19,2027-05-04,23697,Nelspruit,Full Maintenance,4000,Y,N,Direct Debit,Active,2025-06-22 01:23
ERP_LSE010558,CRM_CUS016636,ERP_VH056677,2023-10-02,2024-09-26,13469,Port Elizabeth,Full Maintenance,2000,N,Y,Credit Card,Active,2024-12-21 15:28
ERP_LSE010559,CRM_CUS055783,ERP_VH045001,2023-07-27,2025-07-16,12969,Rustenburg,Maintenance Only,3500,Y,Y,Credit Card,Completed,2024-01-20 10:39
ERP_LSE010560,CRM_CUS133713,ERP_VH050287,2024-02-20,2025-02-14,24336,Johannesburg,Full Maintenance,3000,Y,Y,Direct Debit,Active,2024-03-08 02:49
ERP_LSE010561,CRM_CUS119983,ERP_VH055474,2022-08-10,2026-07-20,12681,Bloemfontein,Maintenance Only,2000,Y,Y,Direct Debit,Active,2022-09-20 11:55
ERP_LSE010562,CRM_CUS012637,ERP_VH043935,2024-05-07,2028-04-16,19567,Polokwane,Full Maintenance,3000,Y,Y,Direct Debit,Completed,2024-11-16 15:49
ERP_LSE010563,CRM_CUS073483,ERP_VH023774,2025-03-09,2029-02-16,5771,Cape Town,Maintenance Only,3500,Y,Y,Direct Debit,Active,2025-06-08 21:20
ERP_LSE010564,CRM_CUS032782,ERP_VH043860,2023-07-08,2024-07-02,9110,Polokwane,Full Maintenance,4000,N,N,Direct Debit,Active,2023-12-18 11:28
ERP_LSE010565,CRM_CUS135322,ERP_VH046539,2025-06-23,2027-06-13,9405,Cape Town,Full Maintenance,3000,Y,Y,Credit Card,Active,2025-06-30 12:40
ERP_LSE010566,CRM_CUS034107,ERP_VH018250,2023-03-15,2024-03-09,16896,Rustenburg,Maintenance Only,3500,Y,N,Credit Card,Active,2024-09-29 04:16
ERP_LSE010567,CRM_CUS046160,ERP_VH031563,2025-04-30,2026-04-25,12669,Kimberley,Maintenance Only,2000,Y,Y,Direct Debit,Active,2025-05-15 03:00
ERP_LSE010568,CRM_CUS007607,ERP_VH036306,2023-02-15,2025-02-04,9521,Cape Town,Full Maintenance,2500,Y,Y,Direct Debit,Completed,2024-04-09 01:31
ERP_LSE010569,CRM_CUS042894,ERP_VH021952,2023-08-24,2027-08-03,12900,Durban,Full Maintenance,2500,Y,Y,Direct Debit,Active,2023-10-07 14:49
ERP_LSE010570,CRM_CUS049492,ERP_VH051659,2025-06-18,2028-06-02,11459,Bloemfontein,Full Maintenance,2500,Y,Y,Direct Debit,Completed,2025-07-04 16:28
ERP_LSE010571,CRM_CUS051587,ERP_VH058983,2024-11-22,2026-11-12,18263,Polokwane,Maintenance Only,3000,Y,Y,Direct Debit,Active,2025-04-02 06:51
ERP_LSE010572,CRM_CUS085760,ERP_VH039258,2024-02-14,2026-02-03,9276,Bloemfontein,Full Maintenance,3000,Y,Y,Direct Debit,Completed,2024-07-21 19:50
ERP_LSE010573,CRM_CUS030955,ERP_VH001464,2023-07-19,2024-07-13,22589,Johannesburg,Full Maintenance,3000,Y,N,Direct Debit,Active,2024-06-06 18:18
ERP_LSE010574,CRM_CUS008062,ERP_VH052729,2024-09-21,2026-09-11,6985,Pretoria,Full Maintenance,3500,Y,N,Direct Debit,Active,2025-03-15 18:02
ERP_LSE010575,CRM_CUS099744,ERP_VH014975,2022-08-29,2023-08-24,5062,Nelspruit,Maintenance Only,3000,Y,Y,Credit Card,Active,2025-02-03 15:15
ERP_LSE010576,CRM_CUS111250,ERP_VH052942,2024-08-18,2025-08-13,10796,Nelspruit,Full Maintenance,3500,N,Y,Direct Debit,Active,2024-12-12 05:50
ERP_LSE010577,CRM_CUS095456,ERP_VH045116,2023-01-01,2025-12-16,13891,Johannesburg,Maintenance Only,4000,Y,Y,Credit Card,Active,2023-08-22 23:37
ERP_LSE010578,CRM_CUS095827,ERP_VH046511,2024-05-30,2028-05-09,20662,Durban,Full Maintenance,3000,Y,N,Credit Card,Active,2025-04-18 16:44
ERP_LSE010579,CRM_CUS056810,ERP_VH024673,2023-12-25,2025-12-14,18062,Nelspruit,Maintenance Only,3500,Y,Y,Direct Debit,Completed,2025-06-10 10:10
ERP_LSE010580,CRM_CUS076504,ERP_VH041911,2024-02-19,2025-02-13,17213,Nelspruit,Full Maintenance,4000,N,Y,Direct Debit,Active,2024-04-06 10:35
ERP_LSE010581,CRM_CUS085819,ERP_VH004704,2022-11-14,2024-11-03,21561,Nelspruit,Full Maintenance,2000,Y,N,Bank Transfer,Terminated,2025-04-05 09:46
ERP_LSE010582,CRM_CUS092635,ERP_VH028868,2023-09-19,2025-09-08,18495,Nelspruit,Full Maintenance,2000,N,N,Bank Transfer,Active,2024-07-24 16:29
ERP_LSE010583,CRM_CUS111870,ERP_VH013646,2024-12-19,2025-12-14,10376,Kimberley,Non-Maintained,4000,Y,N,Direct Debit,Active,2025-04-14 09:01
ERP_LSE010584,CRM_CUS008463,ERP_VH023036,2025-06-19,2027-06-09,8973,Polokwane,Maintenance Only,2000,Y,Y,Credit Card,Active,2025-06-30 22:26
ERP_LSE010585,CRM_CUS040815,ERP_VH042651,2023-03-19,2024-03-13,7955,Port Elizabeth,Full Maintenance,2000,Y,Y,Credit Card,Completed,2024-02-02 05:29
ERP_LSE010586,CRM_CUS139245,ERP_VH019651,2022-08-25,2024-08-14,17190,Pretoria,Full Maintenance,2500,N,Y,Bank Transfer,Active,2024-09-23 11:45
ERP_LSE010587,CRM_CUS102334,ERP_VH023660,2023-10-06,2027-09-15,5371,Port Elizabeth,Non-Maintained,4000,Y,Y,Direct Debit,Active,2025-05-09 14:09
ERP_LSE010588,CRM_CUS104769,ERP_VH037469,2022-07-14,2023-07-09,13327,Bloemfontein,Full Maintenance,3500,Y,N,Direct Debit,Active,2024-02-02 23:51
ERP_LSE010589,CRM_CUS048135,ERP_VH058308,2024-03-18,2026-03-08,16618,Johannesburg,Full Maintenance,2000,Y,N,Direct Debit,Active,2024-08-20 16:48
ERP_LSE010590,CRM_CUS042398,ERP_VH056367,2024-07-29,2026-07-19,11244,Pretoria,Full Maintenance,3500,Y,N,Direct Debit,Active,2025-05-24 21:01
ERP_LSE010591,CRM_CUS082108,ERP_VH014170,2023-12-10,2027-11-19,19760,Polokwane,Maintenance Only,3000,N,Y,Credit Card,Active,2024-06-18 00:12
ERP_LSE010592,CRM_CUS072740,ERP_VH037688,2022-09-11,2024-08-31,24756,Johannesburg,Full Maintenance,3500,Y,Y,Direct Debit,Active,2023-02-14 03:32
ERP_LSE010593,CRM_CUS004473,ERP_VH037486,2023-02-13,2025-02-02,22796,Bloemfontein,Full Maintenance,2500,Y,Y,Bank Transfer,Active,2023-06-07 04:36
ERP_LSE010594,CRM_CUS007172,ERP_VH021208,2025-06-03,2026-05-29,14841,Nelspruit,Full Maintenance,4000,Y,Y,Direct Debit,Active,2025-06-06 07:35
ERP_LSE010595,CRM_CUS132973,ERP_VH020372,2023-02-25,2026-02-09,20517,Kimberley,Full Maintenance,2000,Y,Y,Direct Debit,Active,2025-05-02 12:43
ERP_LSE010596,CRM_CUS082285,ERP_VH032885,2022-07-16,2026-06-25,16461,Bloemfontein,Full Maintenance,3500,N,Y,Credit Card,Active,2023-02-19 16:11
ERP_LSE010597,CRM_CUS114806,ERP_VH004568,2023-11-21,2026-11-05,11825,Polokwane,Non-Maintained,2000,N,N,Credit Card,Completed,2024-11-22 20:02
ERP_LSE010598,CRM_CUS004291,ERP_VH055164,2023-05-31,2027-05-10,17314,Kimberley,Maintenance Only,3500,N,N,Direct Debit,Active,2025-07-06 01:53
ERP_LSE010599,CRM_CUS106247,ERP_VH008790,2024-12-04,2026-11-24,20832,Nelspruit,Full Maintenance,3000,Y,Y,Credit Card,Active,2025-04-06 01:35
ERP_LSE010600,CRM_CUS113661,ERP_VH009544,2024-11-20,2025-11-15,5909,Bloemfontein,Non-Maintained,2500,Y,Y,Direct Debit,Completed,2025-04-24 14:08
ERP_LSE010601,CRM_CUS064859,ERP_VH029371,2024-02-22,2026-02-11,20266,Bloemfontein,Non-Maintained,2500,Y,N,Direct Debit,Active,2024-05-09 00:24
ERP_LSE010602,CRM_CUS138812,ERP_VH032480,2023-04-23,2024-04-17,7756,Durban,Maintenance Only,4000,Y,Y,Bank Transfer,Active,2024-11-22 21:45
ERP_LSE010603,CRM_CUS094992,ERP_VH044850,2025-06-18,2026-06-13,16180,Cape Town,Full Maintenance,3000,Y,N,Bank Transfer,Completed,2025-06-26 08:38
ERP_LSE010604,CRM_CUS147636,ERP_VH031752,2023-05-14,2026-04-28,15516,Pretoria,Full Maintenance,3500,Y,Y,Credit Card,Active,2024-08-20 06:01
ERP_LSE010605,CRM_CUS148285,ERP_VH006171,2022-12-01,2026-11-10,13185,Rustenburg,Maintenance Only,3000,Y,Y,Direct Debit,Active,2024-03-09 16:19
ERP_LSE010606,CRM_CUS115609,ERP_VH036801,2025-04-23,2026-04-18,22429,Pretoria,Maintenance Only,3500,Y,N,Credit Card,Active,2025-06-30 02:54
ERP_LSE010607,CRM_CUS050270,ERP_VH032803,2022-10-03,2023-09-28,5970,Rustenburg,Full Maintenance,3500,Y,Y,Credit Card,Active,2022-11-04 06:54
ERP_LSE010608,CRM_CUS064945,ERP_VH052125,2023-12-13,2024-12-07,12560,Cape Town,Full Maintenance,4000,Y,N,Direct Debit,Active,2024-08-25 04:03
ERP_LSE010609,CRM_CUS138429,ERP_VH058999,2024-11-11,2028-10-21,11052,Johannesburg,Full Maintenance,4000,Y,Y,Direct Debit,Active,2025-01-21 19:39
ERP_LSE010610,CRM_CUS013079,ERP_VH036121,2024-04-02,2028-03-12,11910,Bloemfontein,Full Maintenance,3500,N,N,Direct Debit,Active,2024-08-23 15:24
ERP_LSE010611,CRM_CUS067857,ERP_VH036931,2023-03-18,2026-03-02,24121,Kimberley,Maintenance Only,3000,Y,Y,Direct Debit,Active,2025-03-19 11:54
ERP_LSE010612,CRM_CUS081321,ERP_VH055294,2023-06-20,2025-06-09,8013,Polokwane,Maintenance Only,3000,N,N,Credit Card,Active,2024-10-21 17:59
ERP_LSE010613,CRM_CUS129863,ERP_VH038415,2023-03-12,2024-03-06,14923,Johannesburg,Full Maintenance,3000,Y,Y,Credit Card,Active,2025-03-02 10:47
ERP_LSE010614,CRM_CUS134919,ERP_VH030940,2025-01-18,2028-01-03,7320,Rustenburg,Maintenance Only,2500,Y,N,Credit Card,Active,2025-02-07 07:24
ERP_LSE010615,CRM_CUS091489,ERP_VH045537,2024-11-15,2027-10-31,5923,Polokwane,Full Maintenance,4000,N,N,Direct Debit,Active,2024-12-10 05:33
ERP_LSE010616,CRM_CUS144283,ERP_VH010200,2023-07-29,2025-07-18,17526,Durban,Maintenance Only,2000,Y,Y,Direct Debit,Active,2024-01-11 04:19
ERP_LSE010617,CRM_CUS129418,ERP_VH036857,2025-05-25,2027-05-15,15274,Johannesburg,Full Maintenance,4000,Y,Y,Direct Debit,Active,2025-06-11 23:05
ERP_LSE010618,CRM_CUS147983,ERP_VH002450,2023-03-29,2026-03-13,21568,Cape Town,Non-Maintained,2000,N,Y,Direct Debit,Completed,2024-04-30 20:47
ERP_LSE010619,CRM_CUS018217,ERP_VH022160,2024-12-03,2027-11-18,5506,Kimberley,Full Maintenance,3000,N,N,Direct Debit,Active,2025-06-25 20:19
ERP_LSE010620,CRM_CUS046482,ERP_VH048724,2025-04-20,2028-04-04,6016,Cape Town,Full Maintenance,4000,Y,Y,Direct Debit,Active,2025-06-08 14:09
ERP_LSE010621,CRM_CUS081750,ERP_VH035478,2023-07-02,2027-06-11,10743,Johannesburg,Maintenance Only,2500,N,N,Direct Debit,Completed,2024-09-28 02:46
ERP_LSE010622,CRM_CUS077132,ERP_VH039029,2023-08-29,2024-08-23,21728,Bloemfontein,Maintenance Only,3500,Y,N,Bank Transfer,Active,2024-08-05 02:20
ERP_LSE010623,CRM_CUS013200,ERP_VH021349,2024-01-25,2028-01-04,23424,Port Elizabeth,Maintenance Only,4000,Y,Y,Credit Card,Active,2024-06-18 04:11
ERP_LSE010624,CRM_CUS057600,ERP_VH031551,2022-12-06,2025-11-20,16951,Kimberley,Maintenance Only,4000,Y,Y,Direct Debit,Active,2025-01-02 16:29
ERP_LSE010625,CRM_CUS099719,ERP_VH018407,2023-12-23,2026-12-07,8524,Kimberley,Full Maintenance,3500,Y,Y,Credit Card,Active,2024-01-04 03:18
ERP_LSE010626,CRM_CUS016068,ERP_VH029154,2023-03-29,2027-03-08,20823,Durban,Maintenance Only,2500,Y,N,Direct Debit,Active,2025-05-03 04:16
ERP_LSE010627,CRM_CUS029970,ERP_VH006235,2025-02-22,2029-02-01,17474,Durban,Full Maintenance,3000,Y,Y,Direct Debit,Completed,2025-06-15 12:41
ERP_LSE010628,CRM_CUS034127,ERP_VH016408,2023-03-05,2026-02-17,16982,Pretoria,Maintenance Only,4000,Y,N,Direct Debit,Terminated,2025-06-05 06:32
ERP_LSE010629,CRM_CUS120519,ERP_VH052640,2023-07-05,2026-06-19,19234,Port Elizabeth,Full Maintenance,4000,Y,N,Direct Debit,Completed,2025-05-28 13:54
ERP_LSE010630,CRM_CUS138317,ERP_VH041396,2023-03-30,2025-03-19,18977,Kimberley,Full Maintenance,2500,Y,Y,Bank Transfer,Active,2024-01-14 07:29
ERP_LSE010631,CRM_CUS135486,ERP_VH003103,2022-08-23,2023-08-18,18165,Cape Town,Full Maintenance,3500,Y,Y,Bank Transfer,Active,2024-06-30 09:42
ERP_LSE010632,CRM_CUS042573,ERP_VH059206,2023-08-04,2027-07-14,9402,Polokwane,Maintenance Only,4000,Y,Y,Credit Card,Completed,2024-12-27 03:11
ERP_LSE010633,CRM_CUS094689,ERP_VH001513,2025-07-04,2027-06-24,19671,Rustenburg,Full Maintenance,4000,Y,N,Direct Debit,Active,2025-07-04 16:49
ERP_LSE010634,CRM_CUS051910,ERP_VH041448,2022-11-29,2023-11-24,20400,Nelspruit,Full Maintenance,2000,Y,Y,Direct Debit,Terminated,2025-02-01 06:01
ERP_LSE010635,CRM_CUS138378,ERP_VH031245,2024-04-27,2025-04-22,15870,Pretoria,Maintenance Only,4000,Y,Y,Direct Debit,Active,2025-04-14 02:23
ERP_LSE010636,CRM_CUS049234,ERP_VH016956,2023-07-18,2027-06-27,21612,Kimberley,Maintenance Only,2000,Y,Y,Bank Transfer,Active,2024-02-08 06:35
ERP_LSE010637,CRM_CUS060911,ERP_VH035568,2023-05-09,2027-04-18,20212,Bloemfontein,Non-Maintained,3000,N,Y,Direct Debit,Active,2023-06-11 17:00
ERP_LSE010638,CRM_CUS019522,ERP_VH023896,2023-08-02,2024-07-27,18759,Nelspruit,Full Maintenance,4000,N,Y,Credit Card,Active,2023-08-08 17:08
ERP_LSE010639,CRM_CUS044176,ERP_VH034532,2023-10-29,2026-10-13,13421,Port Elizabeth,Full Maintenance,4000,Y,N,Direct Debit,Active,2025-07-02 14:28
ERP_LSE010640,CRM_CUS047888,ERP_VH015204,2023-10-27,2027-10-06,12301,Rustenburg,Full Maintenance,2000,Y,Y,Direct Debit,Active,2025-04-14 22:49
ERP_LSE010641,CRM_CUS036623,ERP_VH013454,2022-11-01,2024-10-21,24046,Port Elizabeth,Maintenance Only,3500,Y,Y,Direct Debit,Active,2024-03-12 09:45
ERP_LSE010642,CRM_CUS111016,ERP_VH012022,2023-08-30,2024-08-24,14186,Kimberley,Full Maintenance,4000,Y,N,Direct Debit,Active,2023-12-23 10:39
ERP_LSE010643,CRM_CUS067672,ERP_VH051122,2022-08-08,2026-07-18,11666,Kimberley,Full Maintenance,4000,Y,Y,Direct Debit,Active,2025-03-04 00:12
ERP_LSE010644,CRM_CUS128593,ERP_VH021224,2023-08-20,2024-08-14,11157,Port Elizabeth,Full Maintenance,4000,Y,Y,Direct Debit,Active,2024-05-23 02:54
ERP_LSE010645,CRM_CUS133491,ERP_VH052452,2023-04-01,2026-03-16,5280,Polokwane,Full Maintenance,3500,Y,Y,Credit Card,Active,2024-03-07 12:23
ERP_LSE010646,CRM_CUS011139,ERP_VH010546,2024-02-09,2026-01-29,5709,Polokwane,Full Maintenance,3500,Y,Y,Direct Debit,Active,2025-05-30 22:23
ERP_LSE010647,CRM_CUS027358,ERP_VH015162,2023-01-02,2026-12-12,12095,Rustenburg,Maintenance Only,2500,Y,Y,Direct Debit,Active,2024-06-19 06:04
ERP_LSE010648,CRM_CUS046507,ERP_VH026640,2024-06-23,2025-06-18,7546,Nelspruit,Maintenance Only,3500,N,Y,Bank Transfer,Active,2025-02-24 13:23
ERP_LSE010649,CRM_CUS084095,ERP_VH029100,2025-05-18,2027-05-08,16892,Rustenburg,Maintenance Only,2000,Y,Y,Direct Debit,Active,2025-07-06 08:28
ERP_LSE010650,CRM_CUS111679,ERP_VH059478,2022-08-26,2025-08-10,19271,Rustenburg,Full Maintenance,3500,Y,N,Credit Card,Active,2024-11-07 00:49
ERP_LSE010651,CRM_CUS144482,ERP_VH006686,2023-10-10,2026-09-24,5565,Port Elizabeth,Full Maintenance,4000,Y,Y,Direct Debit,Active,2024-09-15 15:51
ERP_LSE010652,CRM_CUS129874,ERP_VH018895,2024-07-26,2026-07-16,15177,Pretoria,Maintenance Only,2500,N,Y,Direct Debit,Active,2024-12-23 03:30
ERP_LSE010653,CRM_CUS094178,ERP_VH019535,2025-06-10,2026-06-05,21206,Johannesburg,Maintenance Only,3000,Y,N,Direct Debit,Active,2025-06-18 09:23
ERP_LSE010654,CRM_CUS107767,ERP_VH009099,2025-05-04,2029-04-13,5740,Port Elizabeth,Full Maintenance,4000,Y,Y,Direct Debit,Active,2025-06-22 15:59
ERP_LSE010655,CRM_CUS091561,ERP_VH009861,2022-11-06,2026-10-16,15791,Polokwane,Full Maintenance,2000,Y,Y,Direct Debit,Active,2024-11-28 21:04
ERP_LSE010656,CRM_CUS133228,ERP_VH031223,2022-10-20,2024-10-09,22359,Port Elizabeth,Maintenance Only,2500,Y,Y,Direct Debit,Active,2024-10-12 02:39
ERP_LSE010657,CRM_CUS064818,ERP_VH033290,2025-05-12,2027-05-02,20168,Pretoria,Maintenance Only,4000,Y,N,Credit Card,Completed,2025-06-22 06:32
ERP_LSE010658,CRM_CUS071007,ERP_VH017271,2023-11-14,2025-11-03,15176,Pretoria,Full Maintenance,3000,Y,Y,Direct Debit,Active,2025-03-04 14:07
ERP_LSE010659,CRM_CUS110439,ERP_VH039585,2024-02-08,2026-01-28,19089,Durban,Full Maintenance,3500,Y,N,Direct Debit,Active,2025-03-19 21:29
ERP_LSE010660,CRM_CUS021199,ERP_VH053318,2022-09-17,2024-09-06,24668,Nelspruit,Maintenance Only,3000,Y,N,Direct Debit,Completed,2024-09-24 03:45
ERP_LSE010661,CRM_CUS074217,ERP_VH007430,2024-09-29,2026-09-19,11626,Rustenburg,Maintenance Only,4000,Y,Y,Bank Transfer,Completed,2025-06-17 19:10
ERP_LSE010662,CRM_CUS142684,ERP_VH036849,2024-10-13,2025-10-08,10269,Durban,Full Maintenance,3000,Y,Y,Direct Debit,Active,2024-12-06 03:47
ERP_LSE010663,CRM_CUS065230,ERP_VH016062,2025-03-27,2029-03-06,19469,Rustenburg,Full Maintenance,2000,Y,Y,Direct Debit,Active,2025-04-11 09:31
ERP_LSE010664,CRM_CUS023904,ERP_VH037993,2023-12-30,2024-12-24,12192,Port Elizabeth,Maintenance Only,2000,Y,N,Direct Debit,Active,2025-07-03 16:32
ERP_LSE010665,CRM_CUS136283,ERP_VH016934,2024-12-29,2027-12-14,16723,Port Elizabeth,Maintenance Only,3500,Y,Y,Direct Debit,Active,2025-04-10 01:50
ERP_LSE010666,CRM_CUS144379,ERP_VH026342,2024-12-25,2027-12-10,24846,Polokwane,Full Maintenance,3500,Y,Y,Direct Debit,Active,2025-03-03 02:04
ERP_LSE010667,CRM_CUS102142,ERP_VH026773,2025-03-31,2026-03-26,14504,Bloemfontein,Full Maintenance,4000,Y,Y,Direct Debit,Active,2025-05-06 03:58
ERP_LSE010668,CRM_CUS116984,ERP_VH025957,2024-05-22,2026-05-12,16322,Cape Town,Non-Maintained,2000,Y,Y,Direct Debit,Completed,2024-07-19 17:08
ERP_LSE010669,CRM_CUS037247,ERP_VH056343,2025-04-11,2029-03-21,19437,Kimberley,Maintenance Only,2000,Y,Y,Direct Debit,Active,2025-06-26 16:16
